Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-01-10 05:28:05,"Quad",1h 14m,"Leg Extension Single",1,55.0,12,0,0,"",,
2025-01-10 05:28:05,"Quad",1h 14m,"Leg Extension Single",2,55.0,12,0,0,,,
2025-01-10 05:28:05,"Quad",1h 14m,"Leg Extension Single",3,55.0,12,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Iso-Lateral Row (Machine)",1,70.0,10,0,0,"","",
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Iso-Lateral Row (Machine)",2,70.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Iso-Lateral Row (Machine)",3,70.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Seated Row (Machine)",1,65.0,10,0,0,"",,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Seated Row (Machine)",2,65.0,9,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Seated Row (Machine)",3,65.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown (Cable)",1,95.0,10,0,0,"",,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown (Cable)",2,95.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown (Cable)",3,95.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown (Cable)",4,100.0,8,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown - Underhand (Cable)",1,95.0,10,0,0,"",,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown - Underhand (Cable)",2,95.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Lat Pulldown - Underhand (Cable)",3,95.0,9,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bent Over Row (Barbell)",1,74.99999999999999,15,0,0,"",,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bent Over Row (Barbell)",2,74.99999999999999,15,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bent Over Row (Barbell)",3,80.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bent Over Row (Barbell)",4,80.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bicep Curl (Dumbbell)",1,12.0,12,0,0,"",,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bicep Curl (Dumbbell)",2,12.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bicep Curl (Dumbbell)",3,12.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Bicep Curl (Dumbbell)",4,12.0,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Seated Wide-Grip Row (Cable)",1,42.5,10,0,0,"",,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Seated Wide-Grip Row (Cable)",2,42.5,10,0,0,,,
2025-01-11 09:12:13,"Back & Biceps",1h 13m,"Seated Wide-Grip Row (Cable)",3,42.5,10,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Seated Leg Curl (Machine)",1,120.0,12,0,0,"","",
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Seated Leg Curl (Machine)",2,120.0,12,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Seated Leg Curl (Machine)",3,120.0,12,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Hip Thrust (Barbell)",1,135.0,15,0,0,"",,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Hip Thrust (Barbell)",2,135.0,15,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Hip Thrust (Barbell)",3,135.0,15,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Sumo Squat (Dumbell)",1,65.0,15,0,0,"",,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Sumo Squat (Dumbell)",2,65.0,15,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Sumo Squat (Dumbell)",3,65.0,15,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Romanian Deadlift (Dumbbell)",1,27.5,10,0,0,"",,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Romanian Deadlift (Dumbbell)",2,27.5,10,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Romanian Deadlift (Dumbbell)",3,27.5,10,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Hip Adductor (Machine)",1,85.0,20,0,0,"",,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Hip Adductor (Machine)",2,85.0,20,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Hip Adductor (Machine)",3,85.0,20,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Glute Cable Pull",1,17.5,10,0,0,"",,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Glute Cable Pull",2,17.5,10,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Lying Leg Curl (Machine)",1,60.0,10,0,0,"",,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Lying Leg Curl (Machine)",2,60.0,10,0,0,,,
2025-01-13 05:45:12,"Glutes And Hammies",1h 2m,"Lying Leg Curl (Machine)",3,60.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Front Squat (Barbell)",1,65.0,15,0,0,"","",
2025-01-16 08:41:35,"Quad",1h 12m,"Front Squat (Barbell)",2,65.0,15,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Front Squat (Barbell)",3,70.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Squat (Barbell)",1,95.0,12,0,0,"",,
2025-01-16 08:41:35,"Quad",1h 12m,"Squat (Barbell)",2,95.0,12,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Squat (Barbell)",3,95.0,12,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Press",1,205.0,20,0,0,"",,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Press",2,205.0,20,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Press",3,205.0,20,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension (Machine)",1,125.0,12,0,0,"",,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension (Machine)",2,125.0,12,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension (Machine)",3,125.0,12,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension (Machine)",4,65.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Hip Abductor (Machine)",1,74.99999999999999,15,0,0,"",,
2025-01-16 08:41:35,"Quad",1h 12m,"Hip Abductor (Machine)",2,74.99999999999999,15,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Hip Abductor (Machine)",3,80.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Hip Abductor (Machine)",4,80.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Goblet Squat (Kettlebell)",1,50.0,10,0,0,"",,
2025-01-16 08:41:35,"Quad",1h 12m,"Goblet Squat (Kettlebell)",2,50.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Goblet Squat (Kettlebell)",3,50.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension Single",1,55.0,12,0,0,"",,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension Single",2,55.0,12,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension Single",3,60.0,10,0,0,,,
2025-01-16 08:41:35,"Quad",1h 12m,"Leg Extension Single",4,60.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Iso-Lateral Row (Machine)",1,70.0,12,0,0,"","",
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Iso-Lateral Row (Machine)",2,70.0,12,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Iso-Lateral Row (Machine)",3,70.0,12,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Seated Row (Machine)",1,65.0,10,0,0,"",,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Seated Row (Machine)",2,65.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Seated Row (Machine)",3,65.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Lat Pulldown (Cable)",1,95.0,10,0,0,"",,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Lat Pulldown (Cable)",2,95.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Lat Pulldown (Cable)",3,100.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Lat Pulldown - Underhand (Cable)",1,100.0,10,0,0,"",,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Lat Pulldown - Underhand (Cable)",2,100.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Lat Pulldown - Underhand (Cable)",3,100.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bent Over Row (Barbell)",1,80.0,12,0,0,"",,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bent Over Row (Barbell)",2,80.0,12,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bent Over Row (Barbell)",3,80.0,12,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bent Over Row (Barbell)",4,80.0,12,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bicep Curl (Dumbbell)",1,12.0,12,0,0,"",,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bicep Curl (Dumbbell)",2,12.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bicep Curl (Dumbbell)",3,12.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Bicep Curl (Dumbbell)",4,12.0,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Seated Wide-Grip Row (Cable)",1,42.5,10,0,0,"",,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Seated Wide-Grip Row (Cable)",2,42.5,10,0,0,,,
2025-01-17 08:28:37,"Back & Biceps",1h 8m,"Seated Wide-Grip Row (Cable)",3,42.2,10,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Hip Abductor (Machine)",1,80.0,15,0,0,"","",
2025-01-19 18:56:14,"Quad",1h,"Hip Abductor (Machine)",2,80.0,15,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Hip Abductor (Machine)",3,80.0,15,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Hip Abductor (Machine)",4,85.0,10,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Front Squat (Barbell)",1,70.0,13,0,0,"",,
2025-01-19 18:56:14,"Quad",1h,"Front Squat (Barbell)",2,70.0,13,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Front Squat (Barbell)",3,70.0,13,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Squat (Barbell)",1,95.0,12,0,0,"",,
2025-01-19 18:56:14,"Quad",1h,"Squat (Barbell)",2,95.0,12,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Squat (Barbell)",3,95.0,12,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Leg Press",1,180.0,20,0,0,"",,
2025-01-19 18:56:14,"Quad",1h,"Leg Press",2,180.0,20,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Leg Press",3,200.0,20,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Goblet Squat (Kettlebell)",1,50.0,12,0,0,"",,
2025-01-19 18:56:14,"Quad",1h,"Goblet Squat (Kettlebell)",2,50.0,12,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Leg Extension Single",1,60.0,12,0,0,"",,
2025-01-19 18:56:14,"Quad",1h,"Leg Extension Single",2,60.0,12,0,0,,,
2025-01-19 18:56:14,"Quad",1h,"Leg Extension Single",3,60.0,12,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Iso-Lateral Row (Machine)",1,74.99999999999999,10,0,0,"","",
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Iso-Lateral Row (Machine)",2,74.99999999999999,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Iso-Lateral Row (Machine)",3,74.99999999999999,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Iso-Lateral Row (Machine)",4,74.99999999999999,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Seated Row (Machine)",1,65.0,10,0,0,"",,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Seated Row (Machine)",2,65.0,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Seated Row (Machine)",3,65.0,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Lat Pulldown (Cable)",1,100.0,10,0,0,"",,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Lat Pulldown (Cable)",2,100.0,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Lat Pulldown (Cable)",3,100.0,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Lat Pulldown - Underhand (Cable)",1,100.0,10,0,0,"",,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Lat Pulldown - Underhand (Cable)",2,100.0,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Lat Pulldown - Underhand (Cable)",3,10.0,10,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bent Over Row (Barbell)",1,80.0,15,0,0,"",,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bent Over Row (Barbell)",2,80.0,15,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bent Over Row (Barbell)",3,80.0,15,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bent Over Row (Barbell)",4,80.0,15,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bicep Curl (Dumbbell)",1,12.0,20,0,0,"",,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bicep Curl (Dumbbell)",2,12.0,20,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bicep Curl (Dumbbell)",3,15.0,12,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Bicep Curl (Dumbbell)",4,15.0,12,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Seated Wide-Grip Row (Cable)",1,42.5,12,0,0,"",,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Seated Wide-Grip Row (Cable)",2,42.5,12,0,0,,,
2025-01-20 10:01:21,"Back & Biceps",1h 9m,"Seated Wide-Grip Row (Cable)",3,42.5,12,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Seated Leg Curl (Machine)",1,120.0,15,0,0,"","",
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Seated Leg Curl (Machine)",2,120.0,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Seated Leg Curl (Machine)",3,120.0,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Thrust (Barbell)",1,135.0,15,0,0,"",,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Thrust (Barbell)",2,135.0,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Thrust (Barbell)",3,145.0,12,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Thrust (Barbell)",4,145.0,12,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Sumo Squat (Dumbell)",1,60.0,15,0,0,"",,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Sumo Squat (Dumbell)",2,60.0,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Sumo Squat (Dumbell)",3,60.0,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Sumo Squat (Dumbell)",4,60.0,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Romanian Deadlift (Dumbbell)",2,30.0,10,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Romanian Deadlift (Dumbbell)",3,30.0,10,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Romanian Deadlift (Dumbbell)",4,30.0,10,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Adductor (Machine)",1,85.0,20,0,0,"",,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Adductor (Machine)",2,85.0,20,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Adductor (Machine)",3,85.0,20,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Hip Adductor (Machine)",4,95.0,12,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Glute Cable Pull",1,17.5,15,0,0,"",,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Glute Cable Pull",2,17.5,15,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Glute Cable Pull",3,12.2,10,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Lying Leg Curl (Machine)",1,60.0,10,0,0,"",,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Lying Leg Curl (Machine)",2,60.0,10,0,0,,,
2025-01-22 05:34:26,"Glutes And Hammies",1h 11m,"Lying Leg Curl (Machine)",3,60.0,10,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shrug (Dumbbell)",1,20.0,15,0,0,"","",
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shrug (Dumbbell)",2,20.0,15,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shrug (Dumbbell)",3,20.0,15,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shrug (Dumbbell)",4,20.0,15,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Arnold Press Kneeling Db",1,20.0,5,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Arnold Press Kneeling Db",2,20.0,5,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Arnold Press Kneeling Db",3,20.0,5,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Upright Row (Dumbbell)",1,20.0,12,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Upright Row (Dumbbell)",2,20.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Upright Row (Dumbbell)",3,20.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Lateral Raise (Dumbbell)",1,8.0,12,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Lateral Raise (Dumbbell)",2,8.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Lateral Raise (Dumbbell)",3,8.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Chest Press (Machine)",1,45.0,15,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Chest Press (Machine)",2,45.0,15,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Chest Press (Machine)",3,45.0,15,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Chest Fly (Band)",1,15.0,12,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Chest Fly (Band)",2,15.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Chest Fly (Band)",3,15.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Triceps Pushdown (Cable - Straight Bar)",1,20.0,20,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Triceps Pushdown (Cable - Straight Bar)",2,20.0,20,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Triceps Pushdown (Cable - Straight Bar)",3,20.0,20,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Triceps Pushdown (Cable - Straight Bar)",4,20.0,20,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shoulder Press (Machine)",1,25.0,15,0,0,"",,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shoulder Press (Machine)",2,35.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shoulder Press (Machine)",3,35.0,12,0,0,,,
2025-01-23 05:33:11,"Shoulders And Chest",44m,"Shoulder Press (Machine)",4,35.0,12,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Front Squat (Barbell)",1,70.0,15,0,0,"","",
2025-01-24 06:05:01,"Quad",1h 10m,"Front Squat (Barbell)",2,70.0,15,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Front Squat (Barbell)",3,70.0,15,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Squat (Barbell)",1,95.0,15,0,0,"",,
2025-01-24 06:05:01,"Quad",1h 10m,"Squat (Barbell)",2,95.0,15,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Squat (Barbell)",3,95.0,15,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Press",1,180.0,20,0,0,"",,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Press",2,180.0,20,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Press",3,90.0,30,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Press",4,90.0,30,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Extension (Machine)",1,65.0,12,0,0,"",,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Extension (Machine)",2,65.0,12,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Extension (Machine)",3,65.0,12,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Hip Abductor (Machine)",1,85.0,10,0,0,"",,
2025-01-24 06:05:01,"Quad",1h 10m,"Hip Abductor (Machine)",2,85.0,10,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Hip Abductor (Machine)",3,85.0,10,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Hip Abductor (Machine)",4,85.0,10,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Goblet Squat (Kettlebell)",1,60.0,15,0,0,"",,
2025-01-24 06:05:01,"Quad",1h 10m,"Goblet Squat (Kettlebell)",2,60.0,15,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Extension Single",1,60.0,12,0,0,"",,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Extension Single",2,60.0,12,0,0,,,
2025-01-24 06:05:01,"Quad",1h 10m,"Leg Extension Single",3,60.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Iso-Lateral Row (Machine)",1,74.99999999999999,10,0,0,"","",
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Iso-Lateral Row (Machine)",2,74.99999999999999,10,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Iso-Lateral Row (Machine)",3,74.99999999999999,10,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Iso-Lateral Row (Machine)",4,74.99999999999999,10,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Seated Row (Machine)",1,65.0,10,0,0,"",,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Seated Row (Machine)",2,65.0,10,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Seated Row (Machine)",3,65.0,10,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Lat Pulldown (Cable)",1,100.0,12,0,0,"",,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Lat Pulldown (Cable)",2,100.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Lat Pulldown (Cable)",3,100.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Lat Pulldown - Underhand (Cable)",1,105.0,8,0,0,"",,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Lat Pulldown - Underhand (Cable)",2,105.0,8,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Lat Pulldown - Underhand (Cable)",3,105.0,8,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bent Over Row (Barbell)",1,85.0,10,0,0,"",,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bent Over Row (Barbell)",2,85.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bent Over Row (Barbell)",3,85.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bent Over Row (Barbell)",4,85.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bicep Curl (Dumbbell)",1,12.0,20,0,0,"",,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bicep Curl (Dumbbell)",2,12.0,20,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bicep Curl (Dumbbell)",3,15.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Bicep Curl (Dumbbell)",4,15.0,12,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Seated Wide-Grip Row (Cable)",1,42.5,15,0,0,"",,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Seated Wide-Grip Row (Cable)",2,42.5,15,0,0,,,
2025-01-25 15:41:21,"Back & Biceps",1h 11m,"Seated Wide-Grip Row (Cable)",3,42.5,15,0,0,,,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shrug (Dumbbell)",1,25.0,12,0,0,"","",
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shrug (Dumbbell)",2,25.0,12,0,0,,,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shrug (Dumbbell)",3,25.0,12,0,0,,,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shrug (Dumbbell)",4,25.0,12,0,0,,,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shoulder Press (Machine)",1,35.0,15,0,0,"",,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shoulder Press (Machine)",2,35.0,15,0,0,,,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Shoulder Press (Machine)",3,35.0,15,0,0,,,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Arnold Press Kneeling Db",1,20.0,8,0,0,"",,
2025-01-28 05:30:24,"Shoulders And Chest",1h 6m,"Arnold Press Kneeling Db",2,20.0,8,0,0,,,
